id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,Nline,NEline,Eline,SEline,Sline,SWline,Wline,NWline,Line_Index,Area_Index,sName2,sName2,N_DBH,NE_DBH,E_DBH,SE_DBH,S_DBH,SW_DBH,W_DBH,NW_DBH,sName3,DBH_Count,cDBH_AVG,DBH_Ratio,Sum_DBH_Ratio1_sD,Sum_DBH_Ratio2_cD,BA_Ratio,Sum_BA_Ratio,,,,,,,,,,,,,,,,
837,4,9,9,18,4,4,5.7,2010,U07m,82XAA04,6.1,11.7,6,9.8,5.1,754,3,9,9,19,12,12,4.7,2011,U07m,NM6,4.4,12.7,9,12.7,3.6,6,4,5.6,58.03,149.64,NM6,NM6,5,0,0,0,7,5.3,5.8,6,NM6,5,3.64,1.29,6.19,4.09,1.03,7.77
838,4,9,9,19,4,4,4.4,2010,U07m,82XAA04,3.9,7.7,6.5,12.7,4.1,755,3,9,9,20,12,12,7,2011,U07m,NM6,5.4,12.7,9,12.7,4.4,8.6,5.1,7,64.86,179.54,NM6,NM6,4.7,0,0,0,7.4,3.4,5.3,5.8,NM6,5,3.33,2.11,3.8,7.02,2.61,3.06
839,4,9,9,20,4,4,5.3,2010,U07m,82XAA04,4.9,9.6,9,6.1,4.6,756,3,9,9,21,12,12,7.4,2011,U07m,NM6,4.6,12.7,9,12.7,9,12.7,6.2,7.4,74.39,238.86,NM6,NM6,7,0,0,0,0,0,3.4,5.3,NM6,3,1.96,3.77,2.12,4.63,4.94,1.62
840,4,9,9,21,4,4,5,2010,U07m,NM6,4.4,12.7,4.2,12.7,9,757,4,9,9,1,1,1,2.8,2010,U07m,17XGA24,9,12.7,2.7,5.1,5.3,12.7,9,12.7,69.26,212.33,17XGA24,17XGA24,0,0,6.4,4.2,2,0,0,0,17XGA24,3,1.58,1.78,4.5,2.5,1,7.98
841,4,9,9,1,5,5,2.2,2010,U07m,81XAA04,9,12.7,2.2,3.7,2.8,758,4,9,9,2,1,1,2,2010,U07m,17XGA04,3.8,3,2.9,4,2.7,12.7,9,12.7,50.91,125.32,17XGA04,17XGA04,2.8,6.4,4.2,4.3,4.6,0,0,0,17XGA04,5,2.79,0.72,11.15,2.4,0.3,26.52
842,4,9,9,2,5,5,4.8,2010,U07m,81XAA04,6.2,5.3,4.2,6.1,5.1,759,4,9,9,3,1,1,4.6,2010,U07m,17XGA04,6.3,6.7,4.7,8.6,5.7,12.7,9,12.7,66.31,191.87,17XGA04,17XGA04,2,4.2,4.3,2.2,2.7,0,0,0,17XGA04,5,1.92,2.39,3.35,8.26,3.24,2.47
843,4,9,9,3,5,5,3.7,2010,U07m,81XAA04,3.9,5.2,3.7,12.7,2.8,760,4,9,9,4,1,1,2.7,2010,U07m,17XGA5,3.3,4.9,5,4.1,3.8,12.7,9,12.7,55.59,140.27,17XGA5,17XGA5,4.6,4.3,2.2,5.6,3.7,0,0,0,17XGA5,5,2.55,1.06,7.56,3.65,0.65,12.28
844,4,9,9,4,5,5,8.1,2010,U07m,81XAA04,6.2,7.8,9,8.2,9,761,4,9,9,5,1,1,3.7,2010,U07m,82XAA04,5.2,8,3.6,5.7,5,12.7,9,12.7,61.87,168.72,82XAA04,82XAA04,2.7,2.2,5.6,4.6,3,0,0,0,82XAA04,5,2.26,1.64,4.89,5.75,1.49,5.38
845,4,9,9,5,5,5,na,2010,U07m,2XT4E04,0,0,0,0,0,762,4,9,9,6,1,1,3,2010,U07m,82XAA04,4,4.4,3.6,4.3,3.1,12.7,9,12.7,53.89,135,82XAA04,82XAA04,3.7,5.6,4.6,5.8,5.8,0,0,0,82XAA04,5,3.19,0.94,8.5,3.03,0.54,14.83
846,4,9,9,6,5,5,na,2010,U07m,2XT4E04,0,0,0,0,0,763,4,9,9,7,1,1,5.8,2010,U07m,82XAA04,5.9,7.1,4.5,7.9,7.4,12.7,9,12.7,67.28,200.22,82XAA04,82XAA04,3,4.6,5.8,3.5,1.3,0,0,0,82XAA04,5,2.27,2.55,3.14,10.31,3.46,2.31
847,4,9,9,7,5,5,na,2010,U07m,2XT4E04,0,0,0,0,0,764,4,9,9,8,1,1,1.3,2010,U07m,82XAA04,1.6,2.3,2.4,3.8,9,12.7,9,12.7,53.63,147.49,82XAA04,82XAA04,5.8,5.8,3.5,3.1,0,0,0,0,82XAA04,4,2.27,0.57,14,1.24,0.15,52.75
848,4,9,9,8,5,5,na,2010,U07m,2XT4E04,0,0,0,0,0,765,4,9,9,9,1,1,na,2010,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,1.3,3.5,3.1,4.1,0,0,0,0,2XT4E04,4,1.5,0,0,0,0,0
849,4,9,9,9,5,5,3.2,2010,U07m,84XAA04,9,5.8,5.6,4.8,4.6,766,4,9,9,10,1,1,na,2010,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,3.1,4.1,5.5,0,0,0,0,2XT4E04,3,1.59,0,0,0,0,0
850,4,9,9,10,5,5,3,2010,U07m,84XAA04,4.4,7.8,3.3,9.1,2.7,767,4,9,9,11,1,1,na,2010,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,4.1,5.5,5.7,0,0,0,0,2XT4E04,3,1.91,0,0,0,0,0
851,4,9,9,11,5,5,6.9,2010,U07m,84XAA04,6.3,7.3,7.7,8.1,4.8,768,4,9,9,12,1,1,na,2010,U07m,2XT4E04,0,0,0,0,0,0,0,0,0,0,2XT4E04,2XT4E04,0,5.5,5.7,0,6,0,0,0,2XT4E04,3,2.15,0,0,0,0,0
852,4,9,9,12,5,5,6,2010,U07m,84XAA04,4.2,10.6,5.4,12.7,6.8,769,4,9,9,13,1,1,6,2010,U07m,83XAA04,9,6.5,9,8,4.4,12.7,9,12.7,71.29,220.2,83XAA04,83XAA04,0,5.7,0,3.6,6.4,0,0,0,83XAA04,3,1.96,3.06,2.62,3.66,3.33,2.4
853,4,9,9,13,5,5,2,2010,U07m,17XGA04,2.3,4.2,9,12.7,3.2,770,4,9,9,14,1,1,6.4,2010,U07m,83XAA04,4.6,12.7,5.8,9.4,4.4,12.7,9,12.7,71.38,202.4,83XAA04,83XAA04,6,0,3.6,2.3,6.6,0,0,0,83XAA04,4,2.31,2.77,2.89,6.6,3.35,2.39
854,4,9,9,14,5,5,3.7,2010,U07m,17XGA04,5.8,12.7,9,12.7,4,771,4,9,9,15,1,1,6.6,2010,U07m,83XAA04,4.6,8.2,6.7,12.7,4.8,12.7,9,12.7,71.41,207.1,83XAA04,83XAA04,6.4,3.6,2.3,0,5.9,0,0,0,83XAA04,4,2.28,2.9,2.76,6.85,3.71,2.16
855,4,9,9,15,5,5,4.7,2010,U07m,17XGA04,5,12.7,9,8.9,4.8,772,4,9,9,16,1,1,5.9,2010,U07m,83XAA04,4.2,9.2,9,7.2,5.1,12.7,9,12.7,69.07,201.31,83XAA04,83XAA04,6.6,2.3,0,4.6,4.6,0,0,0,83XAA04,4,2.26,2.61,3.07,6.02,3.05,2.62
856,4,9,9,16,5,5,4.2,2010,U07m,17XGA04,4.2,12.7,6.1,6.4,8,773,4,9,9,17,1,1,4.6,2010,U07m,81XAA04,3.9,12.7,4.5,6.7,3.8,12.7,9,12.7,66.11,173.59,81XAA04,81XAA04,5.9,0,4.6,4.2,6.2,0,0,0,81XAA04,4,2.61,1.76,4.54,3.62,1.51,5.3
857,4,9,9,17,5,5,0.5,2010,U07m,85XAA04,1,2.5,1,1.2,1.3,774,4,9,9,18,1,1,6.2,2010,U07m,81XAA04,5.2,7.3,5.4,6.2,4.7,12.7,9,12.7,63.24,174.91,81XAA04,81XAA04,4.6,4.6,4.2,6.5,5.6,0,0,0,81XAA04,5,3.19,1.95,4.11,6.23,2.3,3.47
858,4,9,9,18,5,5,2.9,2010,U07m,85XAA04,7.7,5.3,3.4,5.2,5.7,775,4,9,9,19,1,1,5.6,2010,U07m,81XAA04,4.3,7.3,4.2,6.4,6,12.7,9,12.7,62.59,171.99,81XAA04,81XAA04,6.2,4.2,6.5,5.5,2.8,0,0,0,81XAA04,5,3.15,1.78,4.5,6.12,1.84,4.35
859,4,9,9,19,5,5,1.7,2010,U07m,85XAA04,3.3,3.3,2.6,3,9,776,4,9,9,20,1,1,2.8,2010,U07m,81XAA04,3,3.8,3,7,9,12.7,9,12.7,60.31,172.91,81XAA04,81XAA04,5.6,6.5,5.5,2.3,0,0,0,0,81XAA04,4,2.49,1.13,7.11,2.66,0.57,13.92
860,4,9,9,20,5,5,na,2010,U07m,85XAA04,0,0,0,0,0,777,4,9,9,21,1,1,na,2010,U07m,NM6,0,0,0,0,0,0,0,0,0,0,NM6,NM6,2.8,5.5,2.3,0,0,0,0,0,NM6,3,1.33,0,0,0,0,0
861,4,9,9,21,5,5,5.7,2010,U07m,NM6,9,6.5,4.4,12.7,9,778,4,9,9,1,2,2,6.4,2010,U07m,80XAA04,9,12.7,4.5,6.6,5.4,9.7,6.3,12.7,66.95,192.83,80XAA04,80XAA04,0,0,6.3,6,4.2,2,2.8,0,80XAA04,5,2.66,2.4,3.33,9.09,3.12,2.57
862,4,9,9,1,6,6,6.8,2010,U07m,81XAA04,9,12.7,5,6.7,5,779,4,9,9,2,2,2,4.2,2010,U07m,80XAA04,3.6,5.1,3.7,5.6,4.4,6.1,6.1,7.6,42.19,77.88,80XAA04,80XAA04,6.4,6.3,6,5.4,4.3,4.6,2,2.8,80XAA04,8,4.72,0.89,9,8.29,0.72,11.18
863,4,9,9,2,6,6,5.4,2010,U07m,81XAA04,4,6.4,4.2,6.5,4.6,780,4,9,9,3,2,2,4.3,2010,U07m,80XAA04,4.6,5.3,4,4.9,6,7.8,4.3,8.7,45.55,89.05,80XAA04,80XAA04,4.2,6,5.4,6.9,2.2,2.7,4.6,2,80XAA04,8,4.25,1.01,7.91,9.79,0.88,9.07
864,4,9,9,3,6,6,5.2,2010,U07m,81XAA04,4.4,5.9,4.5,5.8,9,781,4,9,9,4,2,2,2.2,2010,U07m,80XAA04,3,3.7,2.2,4.1,2.5,4.7,4,4.1,28.41,34.92,80XAA04,80XAA04,4.3,5.4,6.9,4.7,5.6,3.7,2.7,4.6,80XAA04,8,4.74,0.46,17.23,3.99,0.2,39.43
865,4,9,9,4,6,6,na,2010,U07m,81XAA04,0,0,0,0,0,782,4,9,9,5,2,2,5.6,2010,U07m,84XAA04,6.5,5.7,4.9,8.7,4.9,8.3,5.4,8.6,52.99,119.54,84XAA04,84XAA04,2.2,6.9,4.7,2.6,4.6,3,3.7,2.7,84XAA04,8,3.8,1.47,5.43,13.37,1.89,4.22
866,4,9,9,5,6,6,4.4,2010,U07m,82XAA04,9,5.2,7.8,12.7,3.8,783,4,9,9,6,2,2,4.6,2010,U07m,84XAA04,4.1,6.3,5.8,7.1,4,5.6,5.4,7.1,45.36,88.87,84XAA04,84XAA04,5.6,4.7,2.6,3.6,5.8,5.8,3,3.7,84XAA04,8,4.35,1.06,7.57,9.21,1.04,7.71
867,4,9,9,6,6,6,6,2010,U07m,82XAA04,5.2,11.4,9,9,5,784,4,9,9,7,2,2,5.8,2010,U07m,84XAA04,5,8.8,5.6,7.5,5.6,10.4,4.5,8.4,55.79,128,84XAA04,84XAA04,4.6,2.6,3.6,4,3.5,1.3,5.8,3,84XAA04,8,3.55,1.63,4.9,15.6,2.37,3.37
868,4,9,9,7,6,6,4.9,2010,U07m,82XAA04,4,12.7,6,8.8,5.1,785,4,9,9,8,2,2,3.5,2010,U07m,84XAA04,3.4,6.3,4.2,4.3,4.8,12.7,6.6,4.8,47.04,98.41,84XAA04,84XAA04,5.8,3.6,4,6.8,3.1,0,1.3,5.8,84XAA04,7,3.8,0.92,8.69,7.39,0.64,12.55
869,4,9,9,8,6,6,3.8,2010,U07m,82XAA04,3.9,7.7,5.7,6.6,6,786,4,9,9,9,2,2,3.1,2010,U07m,18XAG04,4.2,5.6,2.8,5.8,3.9,12.7,9,9,52.98,127.45,18XAG04,18XAG04,3.5,4,6.8,3.7,4.1,0,0,1.3,18XAG04,6,2.93,1.06,7.55,6.1,0.72,11.1
870,4,9,9,9,6,6,1.9,2010,U07m,18XAG04,3,5.9,3.2,4.9,2.4,787,4,9,9,10,2,2,4.1,2010,U07m,18XAG04,5.1,4.8,4.7,7.9,3.8,12.7,9,12.7,60.85,162.01,18XAG04,18XAG04,3.1,6.8,3.7,2.5,5.5,0,0,0,18XAG04,5,2.7,1.52,5.27,5.42,1.27,6.31
871,4,9,9,10,6,6,5.2,2010,U07m,18XAG04,6.6,7.6,5.7,7.8,7.3,788,4,9,9,11,2,2,5.5,2010,U07m,18XAG04,5.2,7.6,6.2,5.6,4.4,12.7,9,12.7,63.38,175.44,18XAG04,18XAG04,4.1,3.7,2.5,7.1,5.7,0,0,0,18XAG04,5,2.89,1.9,4.2,6.77,2.02,3.96
872,4,9,9,11,6,6,1.2,2010,U07m,18XAG04,1.7,3.6,2.4,12.7,2.1,789,4,9,9,12,2,2,5.7,2010,U07m,18XAG04,4.6,8.8,4,6.4,9,6.2,9,12.7,60.78,156.96,18XAG04,18XAG04,5.5,2.5,7.1,5.6,0,6,0,0,18XAG04,5,3.34,1.71,4.68,6.09,1.68,4.75
873,4,9,9,12,6,6,4,2010,U07m,18XAG04,6.9,7,9,4.7,9,790,4,9,9,13,2,2,na,2010,U07m,81XAA04,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,5.7,7.1,5.6,5.2,3.6,6.4,6,0,81XAA04,7,4.95,0,0,0,0,0
874,4,9,9,13,6,6,na,2010,U07m,1XTE04,0,0,0,0,0,791,4,9,9,14,2,2,3.6,2010,U07m,81XAA04,9,5,3.7,5.8,5.5,4.5,3.2,4.8,41.46,75.66,81XAA04,81XAA04,0,5.6,5.2,4.3,2.3,6.6,6.4,6,81XAA04,7,4.55,0.79,10.11,5.45,0.51,15.64
875,4,9,9,14,6,6,na,2010,U07m,1XTE04,0,0,0,0,0,792,4,9,9,15,2,2,2.3,2010,U07m,81XAA04,3.5,3.9,3.1,4.2,9,3.6,2.3,3.4,33.05,48.61,81XAA04,81XAA04,3.6,5.2,4.3,4.6,0,5.9,6.6,6.4,81XAA04,7,4.58,0.5,15.91,3.21,0.21,37.61
876,4,9,9,15,6,6,na,2010,U07m,1XTE04,0,0,0,0,0,793,4,9,9,16,2,2,na,2010,U07m,81XAA04,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,2.3,4.3,4.6,5.8,4.6,4.6,5.9,6.6,81XAA04,8,4.84,0,0,0,0,0
877,4,9,9,16,6,6,2,2010,U07m,1XTE04,9,3,2,9.4,3,794,4,9,9,17,2,2,4.6,2010,U07m,80XAA04,9,6.4,4,5.9,4.7,5.4,4.5,5.6,45.4,91.44,80XAA04,80XAA04,0,4.6,5.8,5.4,4.2,6.2,4.6,5.9,80XAA04,7,4.59,1,7.98,6.26,0.86,9.26
878,4,9,9,17,6,6,4.1,2010,U07m,82XAA04,6,4.7,7.7,6.7,4.1,795,4,9,9,18,2,2,4.2,2010,U07m,80XAA04,4.3,5.3,3.9,6.6,3.5,5.5,3.6,6.1,38.88,63.85,80XAA04,80XAA04,4.6,5.8,5.4,3.9,6.5,5.6,6.2,4.6,80XAA04,8,5.33,0.79,10.14,6.48,0.61,13.17
879,4,9,9,18,6,6,4.8,2010,U07m,82XAA04,4.9,11.1,5.1,7.3,4.8,796,4,9,9,19,2,2,6.5,2010,U07m,80XAA04,5.5,7,5.6,7,4.9,8.9,4.8,6.5,50.12,107.34,80XAA04,80XAA04,4.2,5.4,3.9,5.4,5.5,2.8,5.6,6.2,80XAA04,8,4.88,1.33,6,11.33,1.7,4.71
880,4,9,9,19,6,6,4.2,2010,U07m,82XAA04,4.2,6.8,4.8,5.3,3.9,797,4,9,9,20,2,2,5.5,2010,U07m,80XAA04,4.1,7.4,4.5,5.8,6.3,12.7,6,6.3,53.29,123.16,80XAA04,80XAA04,6.5,3.9,5.4,6.5,2.3,0,2.8,5.6,80XAA04,7,4.13,1.33,6,9.46,1.4,5.73
881,4,9,9,20,6,6,5.5,2010,U07m,82XAA04,5.1,7.7,4.3,8.9,4.3,798,4,9,9,21,2,2,2.3,2010,U07m,NM6,2.7,3.8,2.4,12.7,9,12.7,9,5.7,58,162.46,NM6,NM6,5.5,5.4,6.5,0,0,0,0,2.8,NM6,4,2.52,0.91,8.78,2.02,0.39,20.7
882,4,9,9,21,6,6,6,2010,U07m,NM6,4.7,6.4,6.4,12.7,9,799,4,9,9,1,3,3,6.3,2010,U07m,83XAA04,9,12.7,9,8.4,4.6,7.6,4.5,12.7,68.52,206.28,83XAA04,83XAA04,0,0,0,3.3,6,4.2,6.4,0,83XAA04,4,2.49,2.53,3.16,5.44,3.01,2.66
883,4,9,9,1,7,7,5.4,2010,U07m,83XAA04,9,12.7,6.8,12.7,4.2,800,4,9,9,2,3,3,6,2010,U07m,83XAA04,4.4,12.7,5.8,11.9,4.7,7.4,5.3,6.2,58.46,137.75,83XAA04,83XAA04,6.3,0,3.3,0.4,5.4,4.3,4.2,6.4,83XAA04,7,3.79,1.58,5.05,22.64,1.83,4.36
884,4,9,9,2,7,7,6.1,2010,U07m,83XAA04,4.8,9.8,9,11.1,4.9,801,4,9,9,3,3,3,5.4,2010,U07m,83XAA04,4.3,7.9,8.4,12.3,4,9,5,7.2,57.98,140.94,83XAA04,83XAA04,6,3.3,0.4,0.2,6.9,2.2,4.3,4.2,83XAA04,8,3.44,1.57,5.09,48.82,1.72,4.65
885,4,9,9,3,7,7,5.1,2010,U07m,83XAA04,4.1,12.7,7.6,9.5,4,802,4,9,9,4,3,3,6.9,2010,U07m,83XAA04,5,12,8.7,7.4,5.4,7,6.8,7.8,60.25,158.63,83XAA04,83XAA04,5.4,0.4,0.2,5,4.7,5.6,2.2,4.3,83XAA04,8,3.47,1.99,4.03,61.85,2.9,2.75
886,4,9,9,4,7,7,6.3,2010,U07m,83XAA04,5,11.1,7.1,7.8,8.1,803,4,9,9,5,3,3,4.7,2010,U07m,1XTE04,3.6,12.2,4.4,7,5.8,6.4,4.1,8.7,52.18,105.82,1XTE04,1XTE04,6.9,0.2,5,3.9,2.6,4.6,5.6,2.2,1XTE04,8,3.88,1.21,6.6,32.13,1.16,6.88
887,4,9,9,5,7,7,0.7,2010,U07m,2XT4E04,0.9,3.7,1.3,3.4,9,804,4,9,9,6,3,3,2.6,2010,U07m,1XTE04,3.2,4.4,3.6,6,3.8,3.9,3.3,4,32.18,45.16,1XTE04,1XTE04,4.7,5,3.9,2.9,3.6,5.8,4.6,5.6,1XTE04,8,4.51,0.58,13.88,4.84,0.32,25.12
888,4,9,9,6,7,7,na,2010,U07m,2XT4E04,0,0,0,0,0,805,4,9,9,7,3,3,3.6,2010,U07m,1XTE04,5.2,6.1,5,5.3,4.3,6.5,3.4,5.6,41.4,74.2,1XTE04,1XTE04,2.6,3.9,2.9,5,4,3.5,5.8,4.6,1XTE04,8,4.04,0.89,8.97,7.6,0.75,10.68
889,4,9,9,7,7,7,2.5,2010,U07m,2XT4E04,9,7.2,5.1,5,4.8,806,4,9,9,8,3,3,4,2010,U07m,1XTE04,4.7,7.4,4,9.1,3.3,7.2,4.8,5.2,45.71,84.5,1XTE04,1XTE04,3.6,2.9,5,1.6,6.8,3.1,3.5,5.8,1XTE04,8,4.04,0.99,8.07,9.5,0.85,9.42
890,4,9,9,8,7,7,2.2,2010,U07m,2XT4E04,4.2,6.8,3.2,3.5,3.5,807,4,9,9,9,3,3,6.8,2010,U07m,80XAA04,5.7,7.3,7.3,9.3,5.8,7.9,6.2,8.4,57.95,145.66,80XAA04,80XAA04,4,5,1.6,2.5,3.7,4.1,3.1,3.5,80XAA04,8,3.44,1.98,4.04,17.66,3.62,2.21
891,4,9,9,9,7,7,3.5,2010,U07m,17XGA04,5.5,6,3.4,5.5,4.8,808,4,9,9,10,3,3,3.7,2010,U07m,80XAA04,3.2,8.9,5.4,11,5.4,5.1,4.3,6.9,50.06,104.1,80XAA04,80XAA04,6.8,1.6,2.5,0.6,2.5,5.5,4.1,3.1,80XAA04,8,3.34,1.11,7.22,14.75,0.93,8.64
892,4,9,9,10,7,7,3,2010,U07m,17XGA04,4.2,4.4,3.6,4.8,4.3,809,4,9,9,11,3,3,2.5,2010,U07m,80XAA04,3.6,6.4,7.3,9.9,2.3,3.9,2.8,4.8,41.05,76.31,80XAA04,80XAA04,3.7,2.5,0.6,0.7,7.1,5.7,5.5,4.1,80XAA04,8,3.74,0.67,11.96,11.27,0.33,24.12
893,4,9,9,11,7,7,3.3,2010,U07m,17XGA04,4.7,5.3,3.6,5.4,9,810,4,9,9,12,3,3,7.1,2010,U07m,80XAA04,6.7,11.7,8.2,8.5,5,12.7,5,7.2,65.03,176.11,80XAA04,80XAA04,2.5,0.6,0.7,3.5,5.6,0,5.7,5.5,80XAA04,7,3.01,2.36,3.39,30.65,3.55,2.25
894,4,9,9,12,7,7,na,2010,U07m,17XGA04,0,0,0,0,0,811,4,9,9,13,3,3,5.6,2010,U07m,82XAA04,4,11.3,5.5,12.7,4.7,7.7,9,6.3,61.27,150.31,82XAA04,82XAA04,7.1,0.7,3.5,0,5.2,3.6,0,5.7,82XAA04,6,3.23,1.74,4.61,14,1.85,4.33
895,4,9,9,13,7,7,6.9,2010,U07m,83XAA04,9,7.7,5.4,8.1,4.9,812,4,9,9,14,3,3,5.2,2010,U07m,82XAA04,4.3,7.6,9,6.4,4.9,8.8,5.3,12.7,59.16,142.9,82XAA04,82XAA04,5.6,3.5,0,5.1,4.3,2.3,3.6,0,82XAA04,6,3.05,1.7,4.69,8.35,2.03,3.93
896,4,9,9,14,7,7,5.9,2010,U07m,83XAA04,4.1,7.2,5.4,12.7,4.3,813,4,9,9,15,3,3,4.3,2010,U07m,82XAA04,4.1,12.7,4.1,5.4,4.3,12.7,5.9,6.9,56.21,123.37,82XAA04,82XAA04,5.2,0,5.1,5.8,4.6,0,2.3,3.6,82XAA04,6,3.33,1.29,6.19,6.41,1.17,6.82
897,4,9,9,15,7,7,6.5,2010,U07m,83XAA04,4.7,7.9,9,9,4.3,814,4,9,9,16,3,3,4.6,2010,U07m,82XAA04,4.7,6,4,8,4,6.4,9,8.5,50.52,111.16,82XAA04,82XAA04,4.3,5.1,5.8,2.7,5.8,4.6,0,2.3,82XAA04,7,3.82,1.2,6.65,8.26,1.16,6.88
898,4,9,9,16,7,7,7.1,2010,U07m,83XAA04,4.7,12.7,6.5,8.1,8.2,815,4,9,9,17,3,3,5.8,2010,U07m,83XAA04,5,6.4,6.1,6.4,4.7,7.4,5,12.7,53.73,120.06,83XAA04,83XAA04,4.6,5.8,2.7,5.7,5.4,4.2,4.6,0,83XAA04,7,4.12,1.41,5.69,9.14,1.66,4.83
899,4,9,9,17,7,7,0.7,2010,U07m,81XAA04,0.8,2.6,1.3,1.6,1.4,816,4,9,9,18,3,3,5.4,2010,U07m,83XAA04,4.3,8.5,4.4,7,5.2,5.8,5.1,6.9,47.15,93.82,83XAA04,83XAA04,5.8,2.7,5.7,4.4,3.9,6.5,4.2,4.6,83XAA04,8,4.73,1.14,7,9.78,1.23,6.48
900,4,9,9,18,7,7,3.7,2010,U07m,81XAA04,7.6,6,4,7.5,4.6,817,4,9,9,19,3,3,3.9,2010,U07m,83XAA04,3.8,5.2,4.2,5.4,3.8,5.3,3.4,6.1,37.13,58.74,83XAA04,83XAA04,5.4,5.7,4.4,5.3,5.4,5.5,6.5,4.2,83XAA04,8,5.3,0.74,10.87,5.99,0.53,15.02
901,4,9,9,19,7,7,3.6,2010,U07m,81XAA04,4.4,5.5,5.2,6.8,3.4,818,4,9,9,20,3,3,5.4,2010,U07m,83XAA04,5.2,7,4.5,6.6,4.1,8.9,4.5,5.8,46.63,91.11,83XAA04,83XAA04,3.9,4.4,5.3,5,6.5,2.3,5.5,6.5,83XAA04,8,4.93,1.1,7.3,9.7,1.12,7.12
902,4,9,9,20,7,7,5.9,2010,U07m,81XAA04,5.6,8.8,5.9,9.4,6.4,819,4,9,9,21,3,3,6.5,2010,U07m,NM6,4.9,7,5.1,12.7,9,12.7,6.6,6.9,65.01,186.79,NM6,NM6,5.4,5.3,5,0,0,0,2.3,5.5,NM6,5,2.94,2.21,3.62,7.74,2.87,2.79
903,4,9,9,21,7,7,2.4,2010,U07m,85XAA04,2.6,5.6,4.8,12.7,9,820,4,9,9,1,4,4,na,2010,U07m,85XAA04,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,0,0,2.2,4.8,3.3,6,6.3,0,85XAA04,5,2.83,0,0,0,0,0
904,4,9,9,1,8,8,1.8,2010,U07m,1XTE04,9,12.7,6,6.5,9,821,4,9,9,2,4,4,3.3,2010,U07m,85XAA04,9,7.6,3.7,6,8,4.8,3.2,4.4,46.73,97.02,85XAA04,85XAA04,0,2.2,4.8,3.7,0.4,5.4,6,6.3,85XAA04,7,3.6,0.92,8.73,13.01,0.59,13.46
905,4,9,9,2,8,8,na,2010,U07m,1XTE04,0,0,0,0,0,822,4,9,9,3,4,4,0.4,2010,U07m,85XAA04,1,1,0.9,0.6,6,0.7,0.6,0.8,11.54,4.18,85XAA04,85XAA04,3.3,4.8,3.7,8.1,0.2,6.9,5.4,6,85XAA04,8,4.8,0.08,96,2.56,0.01,1412.75
906,4,9,9,3,8,8,0.9,2010,U07m,1XTE04,9,4.4,9,12.7,3.1,823,4,9,9,4,4,4,0.2,2010,U07m,85XAA04,3,0.7,0.2,12.7,0.3,0.5,0.3,0.5,18.17,3.91,85XAA04,85XAA04,0.4,3.7,8.1,0,5,4.7,6.9,5.4,85XAA04,7,4.27,0.05,171,0.73,0,5083
907,4,9,9,4,8,8,1.7,2010,U07m,1XTE04,5.9,12.7,9,2.7,2.7,824,4,9,9,5,4,4,5,2010,U07m,18XAG04,8.7,4.9,9,12.7,5.1,8.4,4.6,5.3,58.66,147.41,18XAG04,18XAG04,0.2,8.1,0,0,3.9,2.6,4.7,6.9,18XAG04,6,3.3,1.52,5.28,30.61,1.27,6.29
908,4,9,9,5,8,8,4,2010,U07m,18XAG04,6.3,12.7,3.5,4.9,6.1,825,4,9,9,6,4,4,3.9,2010,U07m,18XAG04,3.9,12.7,9,12.7,5.2,6.6,5.4,5.8,61.35,165.76,18XAG04,18XAG04,5,0,0,0,2.9,3.6,2.6,4.7,18XAG04,5,2.35,1.66,4.82,5.54,1.62,4.95
909,4,9,9,6,8,8,1.9,2010,U07m,18XAG04,2.9,3,2.1,3.3,4.5,826,4,9,9,7,4,4,2.9,2010,U07m,18XAG04,3.8,12.7,9,12.7,3.3,5.3,4,6.7,57.67,145.62,18XAG04,18XAG04,3.9,0,0,0,5,4,3.6,2.6,18XAG04,5,2.39,1.21,6.59,3.97,0.89,9.03
910,4,9,9,7,8,8,1.9,2010,U07m,18XAG04,4.5,2.9,2.3,2.8,2.9,827,4,9,9,8,4,4,5,2010,U07m,18XAG04,5.7,12.7,9,7.8,6.8,5.4,5,7.4,59.8,160.06,18XAG04,18XAG04,2.9,0,0,3.2,1.6,6.8,4,3.6,18XAG04,6,2.76,1.81,4.42,9.79,2.07,3.86
911,4,9,9,8,8,8,3.9,2010,U07m,18XAG04,6.1,5.3,3.3,6.5,3.7,828,4,9,9,9,4,4,1.6,2010,U07m,85XAA04,2.2,12.7,3,4.4,3.5,3.8,1.7,3.6,35.04,45.62,85XAA04,85XAA04,5,0,3.2,3,2.5,3.7,6.8,4,85XAA04,7,3.52,0.45,17.63,3.06,0.16,49.38
