id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,Stems,BA,DBH1,DBH2,DBH3,DBH4,DBH5,DBH6,Ht,Plot,Canker13,Nline,NEline,Eline,SEline,Sline,SWline,Wline,NWline,Line_Index,Area_Index,sName2,sName2,N_DBH,NE_DBH,E_DBH,SE_DBH,S_DBH,SW_DBH,W_DBH,NW_DBH,sName3,DBH_Count,cDBH_AVG,DBH_Ratio,Sum_DBH_Ratio1_sD,Sum_DBH_Ratio2_cD,BA_Ratio,Sum_BA_Ratio
851,4,9,9,3,10,2,3.6,2010,U07m,84XAA04,1,0.071,3.6,,,,,,,50,0,7.2,5.1,3.5,6,3.3,12.7,9,8.6,55.44,138.64,84XAA04,84XAA04,0.9,5.4,5.7,4.1,6.1,0,0,1.7,84XAA04,6,2.99,1.21,6.64,8.88,0.87,9.21
852,4,9,9,4,10,2,6.1,2010,U07m,84XAA04,3,0.205,4.7,3.6,1.6,,,,,50,0,5.7,6.6,5.4,7,5.7,6.3,9,12.7,58.32,151.68,84XAA04,84XAA04,3.6,5.7,4.1,5,3.6,6.2,0,0,84XAA04,6,3.52,1.73,4.62,8.15,2.15,3.73
853,4,9,9,1,4,1,0,2010,U07m,85XAA04,NA,0,,,,,,,,20,,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,0,0,2.2,4.8,3.3,6,6.3,0,85XAA04,5,2.83,0,0,0,0,0
854,4,9,9,2,4,1,3.3,2010,U07m,85XAA04,1,0.059,3.3,,,,,,,20,0,9,7.6,3.7,6,8,4.8,3.2,4.4,46.73,97.02,85XAA04,85XAA04,0,2.2,4.8,3.7,0.4,5.4,6,6.3,85XAA04,7,3.6,0.92,8.73,13.01,0.59,13.46
855,4,9,9,3,4,1,0.4,2010,U07m,85XAA04,1,0.001,0.4,,,,,,,20,,1,1,0.9,0.6,6,0.7,0.6,0.8,11.54,4.18,85XAA04,85XAA04,3.3,4.8,3.7,8.1,0.2,6.9,5.4,6,85XAA04,8,4.8,0.08,96,2.56,0.01,1412.75
856,4,9,9,4,4,1,0.2,2010,U07m,85XAA04,1,0,0.2,,,,,,,20,,3,0.7,0.2,12.7,0.3,0.5,0.3,0.5,18.17,3.91,85XAA04,85XAA04,0.4,3.7,8.1,0,5,4.7,6.9,5.4,85XAA04,7,4.27,0.05,171,0.73,0,5083
857,4,9,9,9,4,4,1.6,2010,U07m,85XAA04,1,0.014,1.6,,,,,,,18,0,2.2,12.7,3,4.4,3.5,3.8,1.7,3.6,35.04,45.62,85XAA04,85XAA04,5,0,3.2,3,2.5,3.7,6.8,4,85XAA04,7,3.52,0.45,17.63,3.06,0.16,49.38
858,4,9,9,10,4,4,2.5,2010,U07m,85XAA04,2,0.034,2.4,0.7,,,,,,18,0,5.5,5.6,4.1,3.4,7.3,6.4,3.6,3.4,39.22,68.01,85XAA04,85XAA04,1.6,3.2,3,6.9,0.6,2.5,3.7,6.8,85XAA04,8,3.54,0.71,11.32,9.75,0.37,21.75
859,4,9,9,11,4,4,0.6,2010,U07m,85XAA04,1,0.002,0.6,,,,,,,18,0,1.7,2.1,0.7,1.2,4.2,1,1.7,1.8,14.4,8.1,85XAA04,85XAA04,2.5,3,6.9,6,0.7,7.1,2.5,3.7,85XAA04,8,4.05,0.15,54,1.97,0.02,471.39
860,4,9,9,12,4,4,0.7,2010,U07m,85XAA04,1,0.003,0.7,,,,,,,18,0,4.8,1.2,0.9,3.3,1.5,1.4,0.8,2.8,16.76,11.96,85XAA04,85XAA04,0.6,6.9,6,2,3.5,5.6,7.1,2.5,85XAA04,8,4.28,0.16,48.86,2.44,0.02,384.16
861,4,9,9,17,5,5,0.5,2010,U07m,85XAA04,1,0.001,0.5,,,,,,,25,,1,2.5,1,1.2,1.3,1,1.4,1,10.45,4.55,85XAA04,85XAA04,4.2,2,4.1,4.8,2.9,5.7,2.7,5.8,85XAA04,8,4.02,0.12,64.4,1.13,0.01,573.28
862,4,9,9,18,5,5,2.9,2010,U07m,85XAA04,1,0.046,2.9,,,,,,,25,,7.7,5.3,3.4,5.2,5.7,5.1,3,6.6,41.89,77.82,85XAA04,85XAA04,0.5,4.1,4.8,4.2,1.7,4.4,5.7,2.7,85XAA04,8,3.51,0.83,9.69,11.75,0.56,14.24
863,4,9,9,19,5,5,1.7,2010,U07m,85XAA04,1,0.016,1.7,,,,,,,25,,3.3,3.3,2.6,3,9,3.1,2.5,2.9,29.78,37.89,85XAA04,85XAA04,2.9,4.8,4.2,5.5,0,5.3,4.4,5.7,85XAA04,7,4.1,0.41,19.29,2.66,0.15,55.11
864,4,9,9,20,5,5,0,2010,U07m,85XAA04,NA,0,,,,,,,,25,,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,1.7,4.2,5.5,0,0,0,5.3,4.4,85XAA04,5,2.64,0,0,0,0,0
865,4,9,9,1,9,2,0.9,2010,U07m,85XAA04,1,0.004,0.9,,,,,,,41,0,9,12.7,1.1,6.4,3.1,12.7,3,12.7,60.79,136.62,85XAA04,85XAA04,0,0,6.3,0.9,1.7,0,1.8,0,85XAA04,4,1.34,0.67,11.89,2.17,0.14,57.57
866,4,9,9,2,9,2,1.7,2010,U07m,85XAA04,1,0.016,1.7,,,,,,,41,0,5.9,2.7,5.9,4.1,9,8.3,9,6.2,51.06,118.23,85XAA04,85XAA04,0.9,6.3,0.9,3.6,0,0.9,0,1.8,85XAA04,6,1.8,0.94,8.47,7.35,0.4,20.18
867,4,9,9,3,9,2,0,2010,U07m,85XAA04,NA,0,,,,,,,,41,,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,1.7,0.9,3.6,6.1,0,1.7,0.9,0,85XAA04,6,1.86,0,0,0,0,0
868,4,9,9,4,9,2,0,2010,U07m,85XAA04,NA,0,,,,,,,,41,,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,0,3.6,6.1,3.6,6.2,4,1.7,0.9,85XAA04,7,3.26,0,0,0,0,0
869,4,9,9,13,10,3,1.8,2010,U07m,85XAA04,1,0.018,1.8,,,,,,,47,0,9,3.1,3.4,5.7,9,3.3,2.4,5.3,41.34,73.74,85XAA04,85XAA04,0,5.6,2.9,2.2,0,5.1,4.9,2.5,85XAA04,6,2.9,0.62,12.89,3.2,0.26,31.14
870,4,9,9,14,10,3,0,2010,U07m,85XAA04,NA,0,,,,,,,,47,,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,1.8,2.9,2.2,3.5,0,4.7,5.1,4.9,85XAA04,7,3.14,0,0,0,0,0
871,4,9,9,15,10,3,0,2010,U07m,85XAA04,NA,0,,,,,,,,47,,0,0,0,0,0,0,0,0,0,0,85XAA04,85XAA04,0,2.2,3.5,4.2,1.3,2.9,4.7,5.1,85XAA04,7,2.99,0,0,0,0,0
872,4,9,9,16,10,3,1.3,2010,U07m,85XAA04,1,0.009,1.3,,,,,,,47,0,9,3.4,2.1,2.4,1.6,2.1,2.8,2.8,26.26,31.54,85XAA04,85XAA04,0,3.5,4.2,5.6,5.9,6.5,2.9,4.7,85XAA04,7,4.16,0.31,25.62,2.06,0.08,99.89
873,4,9,9,1,11,1,4.1,2010,U07m,NM6,2,0.09,3.2,2.5,,,,,,51,1,9,12.7,9,12.7,3.9,10.4,3.5,12.7,74.05,222.87,NM6,NM6,0,0,0,0,5.4,0.9,6.3,0,NM6,3,1.58,2.6,3.07,5.97,1.93,4.14
874,4,9,9,2,11,1,5.4,2010,U07m,NM6,1,0.159,5.4,,,,,,,51,0,5.1,12.7,9,12.7,4.4,7.6,7.7,5.9,65.18,183.02,NM6,NM6,4.1,0,0,0,5.7,3.6,0.9,6.3,NM6,5,2.58,2.1,3.81,10.62,2.27,3.52
875,4,9,9,3,11,1,5.7,2010,U07m,NM6,1,0.177,5.7,,,,,,,51,0,4.6,12.7,9,12.7,5.2,6.1,5.5,11,66.97,188.12,NM6,NM6,5.4,0,0,0,4.1,6.1,3.6,0.9,NM6,5,2.51,2.27,3.53,11.3,2.68,2.98
876,4,9,9,4,11,1,4.1,2010,U07m,NM6,1,0.092,4.1,,,,,,,51,0,3.8,12.7,9,12.7,4.1,6.8,3.6,6.8,59.45,152.27,NM6,NM6,5.7,0,0,0,5,3.6,6.1,3.6,NM6,5,3,1.37,5.85,4.49,1.11,7.18
877,4,9,9,5,11,2,5,2010,U07m,NM6,1,0.136,5,,,,,,,52,0,4.9,12.7,9,12.7,4.4,7.9,5.2,5.7,62.64,170.53,NM6,NM6,4.1,0,0,0,5.2,3.1,3.6,6.1,NM6,5,2.76,1.81,4.42,6,1.93,4.15
878,4,9,9,6,11,2,5.2,2010,U07m,NM6,1,0.147,5.2,,,,,,,52,2,4.6,12.7,9,12.7,4.5,7.5,5.6,7.5,64.22,176.05,NM6,NM6,5,0,0,0,5.2,3.6,3.1,3.6,NM6,5,2.56,2.03,3.94,6.61,2.47,3.24
879,4,9,9,7,11,2,5.2,2010,U07m,NM6,1,0.147,5.2,,,,,,,52,2,4.5,12.7,9,12.7,3.8,8.4,5.3,8,64.43,173.07,NM6,NM6,5.2,0,0,0,7.1,2.7,3.6,3.1,NM6,5,2.71,1.92,4.17,6.78,2.02,3.97
880,4,9,9,8,11,2,7.1,2010,U07m,NM6,2,0.275,6,3.8,,,,,,52,0,5.2,12.7,9,12.7,9,9.3,6.5,8.4,72.93,230.98,NM6,NM6,5.2,0,0,0,0,2.6,2.7,3.6,NM6,4,1.76,4.03,1.99,8.7,7.46,1.07
881,4,9,9,9,11,3,0,2010,U07m,NM6,NA,0,,,,,,,,53,,0,0,0,0,0,0,0,0,0,0,NM6,NM6,7.1,0,0,0,5.1,0,2.6,2.7,NM6,4,2.19,0,0,0,0,0
882,4,9,9,10,11,3,5.1,2010,U07m,NM6,2,0.141,3.6,3.6,,,,,,53,2,9,12.7,9,12.7,4.3,8,9,8.4,73.23,232.4,NM6,NM6,0,0,0,0,5.5,3,0,2.6,NM6,3,1.39,3.68,2.18,4.59,4.52,1.77
883,4,9,9,11,11,3,5.5,2010,U07m,NM6,1,0.165,5.5,,,,,,,53,0,4.7,12.7,9,12.7,4.5,12.7,5.8,12.7,74.86,215.58,NM6,NM6,5.1,0,0,0,5.6,0,3,0,NM6,3,1.71,3.21,2.49,3.89,3.65,2.19
884,4,9,9,12,11,3,5.6,2010,U07m,NM6,1,0.171,5.6,,,,,,,53,2,4.5,12.7,9,12.7,5.9,9.6,9,8.3,71.85,218.63,NM6,NM6,5.5,0,0,0,2.9,1.8,0,3,NM6,4,1.65,3.39,2.36,7.93,4.93,1.62
885,4,9,9,13,11,4,2.9,2010,U07m,NM6,1,0.046,2.9,,,,,,,54,0,3.1,12.7,9,12.7,5.1,12.7,5.6,12.7,73.65,204.67,NM6,NM6,5.6,0,0,0,2.2,0,1.8,0,NM6,3,1.2,2.42,3.31,3.45,1.71,4.69
886,4,9,9,14,11,4,2.2,2010,U07m,NM6,1,0.026,2.2,,,,,,,54,0,3.9,12.7,9,12.7,3.5,12.7,9,7,70.54,202.12,NM6,NM6,2.9,0,0,0,3.5,0,0,1.8,NM6,3,1.03,2.15,3.73,2.61,1.62,4.94
887,4,9,9,15,11,4,3.5,2010,U07m,NM6,1,0.067,3.5,,,,,,,54,0,5.5,12.7,9,12.7,4.1,9.3,9,12.7,75.08,232.6,NM6,NM6,2.2,0,0,0,4.2,1.3,0,0,NM6,3,0.96,3.64,2.2,5.12,4.05,1.97
888,4,9,9,16,11,4,4.2,2010,U07m,NM6,1,0.096,4.2,,,,,,,54,2,4.9,12.7,9,6.7,3.9,5.3,6.9,12.7,62.07,166.06,NM6,NM6,3.5,0,0,3.8,5.6,5.9,1.3,0,NM6,5,2.51,1.67,4.79,7,1.49,5.36
889,4,9,9,17,11,5,5.6,2010,U07m,NM6,1,0.171,5.6,,,,,,,55,0,5.1,12.7,5.4,6.7,4.8,12.7,4.4,10.3,62.2,147.54,NM6,NM6,4.2,0,3.8,5,4.9,0,5.9,1.3,NM6,6,3.14,1.78,4.48,10.33,2.13,3.75
890,4,9,9,18,11,5,4.9,2010,U07m,NM6,1,0.131,4.9,,,,,,,55,0,4.2,7.2,4.5,6.1,4.5,7.2,9,5.8,48.34,102.24,NM6,NM6,5.6,3.8,5,5.3,5,3.8,0,5.9,NM6,7,4.3,1.14,7.02,7.17,1.11,7.21
891,4,9,9,19,11,5,5,2010,U07m,NM6,1,0.136,5,,,,,,,55,0,4.5,6.4,4.4,6.8,5.2,8.5,5.1,12.7,53.61,117.54,NM6,NM6,4.9,5,5.3,4.4,3.6,2.5,3.8,0,NM6,7,3.69,1.36,5.9,8.8,1.54,5.2
892,4,9,9,20,11,5,3.6,2010,U07m,NM6,1,0.071,3.6,,,,,,,55,0,3.8,5.1,4,12.7,9,12.7,5.3,6.2,58.93,157.23,NM6,NM6,5,5.3,4.4,0,0,0,2.5,3.8,NM6,5,2.63,1.37,5.83,4.6,1.11,7.19
893,4,9,9,17,12,6,3.8,2010,U07m,NM6,2,0.079,3.6,1.2,,,,,,56,0,9,12.7,9,12.7,3.9,5.6,3.6,6,62.59,180.79,NM6,NM6,0,0,0,0,5,4.9,5.6,4.2,NM6,4,2.46,1.54,5.18,3.12,1.18,6.79
894,4,9,9,18,12,6,5,2010,U07m,NM6,4,0.134,4.3,1.6,1.5,1.1,,,,56,1,5.1,12.7,9,12.7,4.4,6.4,4.5,6,60.85,164.23,NM6,NM6,3.8,0,0,0,5.3,5,4.9,5.6,NM6,5,3.08,1.63,4.92,5.17,1.63,4.92
895,4,9,9,19,12,6,5.3,2010,U07m,NM6,1,0.153,5.3,,,,,,,56,1,4.6,12.7,9,12.7,4.9,7.6,4.6,6.6,62.83,171.21,NM6,NM6,5,0,0,0,4.4,3.6,5,4.9,NM6,5,2.86,1.85,4.32,5.88,2.11,3.79
896,4,9,9,20,12,6,4.4,2010,U07m,NM6,2,0.108,3.8,2.3,,,,,,56,0,4.1,12.7,9,12.7,9,12.7,5,6,71.17,221.67,NM6,NM6,5.3,0,0,0,0,0,3.6,5,NM6,3,1.74,2.53,3.16,2.93,2.34,3.41
897,5,9,9,1,1,1,2.7,2009,U07m,17XGA04,1,0.04,2.7,,,,,,,1,,9,12.7,3,5.7,5.5,12.7,9,12.7,70.47,217.86,17XGA04,17XGA04,0,0,5.3,3.3,1.7,0,0,0,17XGA04,3,1.29,2.1,3.81,2.92,1.39,5.74
898,5,9,9,2,1,1,1.7,2009,U07m,17XGA04,1,0.016,1.7,,,,,,,1,,3.5,3.1,3.1,4.2,2.8,12.7,9,12.7,51.16,125.38,17XGA04,17XGA04,2.7,5.3,3.3,3.4,3.7,0,0,0,17XGA04,5,2.3,0.74,10.82,2.42,0.32,24.75
899,5,9,9,3,1,1,3.7,2009,U07m,17XGA04,2,0.074,2.7,2.5,,,,,,1,,6.2,6.7,4.7,8.1,5.6,12.7,9,12.7,65.8,189.64,17XGA04,17XGA04,1.7,3.3,3.4,2.1,2.2,0,0,0,17XGA04,5,1.59,2.33,3.43,7.83,3.17,2.53
900,5,9,9,4,1,1,2.2,2009,U07m,17XGA04,2,0.025,2,0.8,,,,,,1,,3.4,5,4.6,4.2,3.8,12.7,9,12.7,55.47,139.93,17XGA04,17XGA04,3.7,3.4,2.1,4.4,3,0,0,0,17XGA04,5,2.08,1.06,7.55,3.52,0.67,11.99
901,5,9,9,13,5,5,1.7,2009,U07m,17XGA04,1,0.016,1.7,,,,,,,24,,2.4,4.8,9,12.7,3.3,12.7,3.2,9.4,57.54,122.51,17XGA04,17XGA04,4.8,2.8,0,0,2.9,0,3.1,0.6,17XGA04,5,1.77,0.96,8.35,4.93,0.47,17.04
902,5,9,9,14,5,5,2.9,2009,U07m,17XGA04,2,0.046,2.2,1.9,,,,,,24,,5.7,12.7,9,12.7,3.8,5.3,9,6.2,64.34,179.3,17XGA04,17XGA04,1.7,0,0,0,4,4.1,0,3.1,17XGA04,4,1.61,1.8,4.45,4.07,1.48,5.39
903,5,9,9,15,5,5,4,2009,U07m,17XGA04,2,0.085,3.8,1.1,,,,,,24,,5.2,12.7,9,8.9,4.6,5.9,4.4,12.7,63.58,169.41,17XGA04,17XGA04,2.9,0,0,1.7,3.8,4.6,4.1,0,17XGA04,5,2.14,1.87,4.27,6.63,2.01,3.98
904,5,9,9,16,5,5,3.8,2009,U07m,17XGA04,2,0.079,3.1,2.2,,,,,,24,,4.4,12.7,6.2,6.8,8,7.7,4.1,6.1,55.97,132.79,17XGA04,17XGA04,4,0,1.7,3.3,0.5,2.5,4.6,4.1,17XGA04,7,2.59,1.47,5.45,15.21,1.56,5.14
905,5,9,9,9,7,3,2.5,2009,U07m,17XGA04,2,0.035,1.8,1.8,,,,,,33,,5,5.5,3.1,5.1,5,4.9,5.6,6.2,40.5,72.33,17XGA04,17XGA04,2,3.3,4.7,3.7,2,4,1.5,2.6,17XGA04,8,2.98,0.84,9.52,7.72,0.63,12.75
906,5,9,9,10,7,3,2,2009,U07m,17XGA04,1,0.022,2,,,,,,,33,,4,3.8,3.2,4,4.4,8.8,3,7.3,38.38,61.16,17XGA04,17XGA04,2.5,4.7,3.7,4.4,2.1,0.9,4,1.5,17XGA04,8,2.98,0.67,11.9,7.23,0.38,21.21
907,5,9,9,11,7,3,2.1,2009,U07m,17XGA04,2,0.024,1.7,1.2,,,,,,33,,4.6,4.6,2.9,4.7,7.9,5.5,6.3,4.4,40.83,74.36,17XGA04,17XGA04,2,3.7,4.4,3.6,0.3,2.8,0.9,4,17XGA04,8,2.71,0.77,10.33,13.29,0.47,16.95
908,5,9,9,12,7,3,0.3,2009,U07m,17XGA04,1,0,0.3,,,,,,,33,,1.1,0.8,0.7,1,0.5,12.7,0.9,3.2,20.92,9.28,17XGA04,17XGA04,2.1,4.4,3.6,3.4,5.3,0,2.8,0.9,17XGA04,7,2.81,0.11,75,0.88,0.01,944.78
909,5,9,9,5,10,2,3.2,2009,U07m,17XGA04,3,0.056,2.2,1.7,1.6,,,,,49,,3.6,6.4,3.9,5.7,4.9,5,3.5,12.7,45.79,81.88,17XGA04,17XGA04,4.7,3.2,4.2,3.9,2.7,4.9,5,0,17XGA04,7,3.58,0.9,8.94,5.74,0.67,11.86
910,5,9,9,6,10,2,2.7,2009,U07m,17XGA04,2,0.04,2.3,1.4,,,,,,49,,4.1,5,3.7,4.9,4.3,4.7,3.2,4.5,34.32,51.49,17XGA04,17XGA04,3.2,4.2,3.9,4.3,3,4.6,4.9,5,17XGA04,8,4.14,0.65,12.26,5.38,0.41,19.31
911,5,9,9,7,10,2,3,2009,U07m,17XGA04,2,0.048,2.6,1.4,,,,,,49,,4.7,5.5,3.7,4.2,4.9,4.5,3.6,4.8,36,57.02,17XGA04,17XGA04,2.7,3.9,4.3,6,2.5,5.5,4.6,4.9,17XGA04,8,4.3,0.7,11.47,6.09,0.45,17.63
912,5,9,9,8,10,2,2.5,2009,U07m,17XGA04,2,0.035,2.1,1.4,,,,,,49,,4.1,4.7,2.6,12.7,4.8,5.8,2.8,4.5,42.01,71.09,17XGA04,17XGA04,3,4.3,6,0,2.2,3,5.5,4.6,17XGA04,7,3.58,0.7,11.44,4.8,0.39,20.6
913,5,9,9,9,2,4,2.6,2009,U07m,18XAG04,3,0.038,2.3,1,0.8,,,,,8,,4.3,5.6,2.9,5.8,4,12.7,9,8.5,52.77,126.49,18XAG04,18XAG04,2.9,3.3,5.4,3.1,3.3,0,0,1.3,18XAG04,6,2.41,1.08,7.42,5.79,0.77,10.45
914,5,9,9,10,2,4,3.3,2009,U07m,18XAG04,1,0.059,3.3,,,,,,,8,,5,4.8,4.6,7.4,3.9,12.7,9,12.7,60.23,160.02,18XAG04,18XAG04,2.6,5.4,3.1,2.4,4.3,0,0,0,18XAG04,5,2.23,1.48,5.39,5.09,1.25,6.41
915,5,9,9,11,2,4,4.3,2009,U07m,18XAG04,2,0.102,3.2,2.9,,,,,,8,,5.1,7.4,5.8,5.6,4.3,12.7,9,12.7,62.65,171.89,18XAG04,18XAG04,3.3,3.1,2.4,5.5,4.6,0,0,0,18XAG04,5,2.36,1.82,4.4,6.2,1.9,4.2
916,5,9,9,12,2,4,4.6,2009,U07m,18XAG04,2,0.115,3.3,3.2,,,,,,8,,4.7,8.4,4.1,6.2,9,6,9,12.7,60.04,154.26,18XAG04,18XAG04,4.3,2.4,5.5,4.9,0,5.1,0,0,18XAG04,5,2.78,1.66,4.83,5.66,1.62,4.94
917,5,9,9,5,4,1,4.1,2009,U07m,18XAG04,2,0.092,2.9,2.9,,,,,,19,,8.6,4.9,7.1,12.7,5.1,7.8,4.8,5.3,56.31,134.52,18XAG04,18XAG04,0.2,6.6,1.1,0,3.1,2.6,3.6,5.7,18XAG04,7,2.86,1.43,5.59,29.61,1.26,6.34
918,5,9,9,6,4,1,3.1,2009,U07m,18XAG04,1,0.052,3.1,,,,,,,19,,3.9,9.4,9,12.7,4.9,6.6,4.9,5.9,57.25,146.31,18XAG04,18XAG04,4.1,1.1,0,0,2.6,2.9,2.6,3.6,18XAG04,6,2.11,1.47,5.45,7.89,1.45,5.51
919,5,9,9,7,4,1,2.6,2009,U07m,18XAG04,2,0.038,2,1.7,,,,,,19,,4.1,12.7,9,8.9,3.5,5.6,4.3,6.4,54.55,132.92,18XAG04,18XAG04,3.1,0,0,1.1,4,3.3,2.9,2.6,18XAG04,6,2.13,1.22,6.54,6.54,1.02,7.82
920,5,9,9,8,4,1,4,2009,U07m,18XAG04,3,0.087,3.6,1.6,0.7,,,,,19,,5.5,12.7,7.1,7.6,6.7,5.4,4.9,7.4,57.23,142.49,18XAG04,18XAG04,2.6,0,1.1,2.7,1.4,5.4,3.3,2.9,18XAG04,7,2.42,1.65,4.85,12.85,1.95,4.11
921,5,9,9,9,6,3,1.5,2009,U07m,18XAG04,1,0.012,1.5,,,,,,,28,,3.3,5.5,3.4,5.5,2.5,4.4,3.2,7.3,35.03,49.89,18XAG04,18XAG04,2.6,2,2.5,2,4,2.8,2.7,1.1,18XAG04,8,2.46,0.61,13.13,5.51,0.34,23.71
922,5,9,9,10,6,3,4,2009,U07m,18XAG04,2,0.089,2.9,2.8,,,,,,28,,6.5,7.8,6,8.3,7.3,5.5,5.3,7.6,54.5,130.67,18XAG04,18XAG04,1.5,2.5,2,2.1,0.9,5.2,2.8,2.7,18XAG04,8,2.46,1.62,4.92,16.3,2.14,3.74
923,5,9,9,11,6,3,0.9,2009,U07m,18XAG04,3,0.005,0.7,0.5,0.4,,,,,28,,1.7,4,2.7,9.5,2.2,2,1.3,3.1,26.47,28.34,18XAG04,18XAG04,4,2,2.1,0.3,2.8,4.8,5.2,2.8,18XAG04,8,3,0.3,26.67,5.11,0.07,111.43
924,5,9,9,12,6,3,2.8,2009,U07m,18XAG04,1,0.043,2.8,,,,,,,28,,6.8,7.3,8.1,4.4,9,7.9,3.3,4.5,51.3,115.5,18XAG04,18XAG04,0.9,2.1,0.3,5.3,0,1.7,4.8,5.2,18XAG04,7,2.54,1.1,7.25,17.07,0.73,11.02
925,5,9,9,5,8,2,3,2009,U07m,18XAG04,1,0.049,3,,,,,,,39,,6.1,12.7,3.4,4.8,5.7,12.7,7.7,4.8,58.03,142.32,18XAG04,18XAG04,1.4,0,5,4.9,1.7,0,0.5,5,18XAG04,6,2.31,1.3,6.17,11.72,0.91,8.79
926,5,9,9,6,8,2,1.7,2009,U07m,18XAG04,1,0.016,1.7,,,,,,,39,,3.3,3.2,2.3,3.4,4.4,5.8,9,9.8,41.29,84.75,18XAG04,18XAG04,3,5,4.9,4.6,1.8,2,0,0.5,18XAG04,7,2.73,0.62,12.82,6.82,0.27,29.99
927,5,9,9,7,8,2,1.8,2009,U07m,18XAG04,3,0.019,1.6,0.7,0.6,,,,,39,,4.6,3.4,2.5,3.1,3.2,6,4.3,12.7,39.91,70.86,18XAG04,18XAG04,1.7,4.9,4.6,5.5,3.3,2,2,0,18XAG04,7,3,0.6,13.33,4.49,0.27,30
928,5,9,9,8,8,2,3.3,2009,U07m,18XAG04,3,0.059,2.3,2,1.2,,,,,39,,5.8,5.3,3.4,6.7,3.7,7.2,5.6,7.9,45.67,89.87,18XAG04,18XAG04,1.8,4.6,5.5,3,4.7,2.5,2,2,18XAG04,8,3.26,1.01,7.91,9.57,0.87,9.18
929,5,9,9,5,3,1,3.6,2009,U07m,1XTE04,3,0.071,2.7,1.8,1.6,,,,,12,,3.5,12.1,4.2,6.8,5.2,5.9,4,8,49.78,96.28,1XTE04,1XTE04,5.7,0.2,4.1,3.1,2.6,4.2,4.4,2.1,1XTE04,8,3.3,1.09,7.33,25.45,0.97,8.27
930,5,9,9,6,3,1,2.6,2009,U07m,1XTE04,2,0.037,2.4,1,,,,,,12,,3.8,4.9,4.1,6.4,4.3,4.4,3.4,4.7,36.02,56.63,1XTE04,1XTE04,3.6,4.1,3.1,2.6,2.9,4.9,4.2,4.4,1XTE04,8,3.72,0.7,11.46,5.83,0.47,17.09
931,5,9,9,7,3,1,2.9,2009,U07m,1XTE04,2,0.047,2.3,1.8,,,,,,12,,4.7,6.2,4.7,5.3,4.2,6.4,3.3,5.2,40.11,69.45,1XTE04,1XTE04,2.6,3.1,2.6,4,3.3,2.9,4.9,4.2,1XTE04,8,3.45,0.84,9.52,7.05,0.67,11.9
932,5,9,9,8,3,1,3.3,2009,U07m,1XTE04,2,0.058,2.4,2.2,,,,,,12,,4.8,7.1,4.1,8.9,3.4,7.1,4.8,5.1,45.36,83.94,1XTE04,1XTE04,2.9,2.6,4,1.4,5.4,2.6,2.9,4.9,1XTE04,8,3.34,0.99,8.09,9.28,0.86,9.32
933,5,9,9,13,6,3,0,2009,U07m,1XTE04,NA,0,,,,,,,,27,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,2.8,0.3,5.3,5,0,2.9,1.7,4.8,1XTE04,7,2.85,0,0,0,0,0
934,5,9,9,14,6,3,0,2009,U07m,1XTE04,NA,0,,,,,,,,27,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,5.3,5,5.2,0,4,2.9,1.7,1XTE04,6,3.01,0,0,0,0,0
935,5,9,9,15,6,3,0,2009,U07m,1XTE04,NA,0,,,,,,,,27,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,0,5,5.2,5.4,1.7,3.8,4,2.9,1XTE04,7,3.5,0,0,0,0,0
936,5,9,9,16,6,3,1.7,2009,U07m,1XTE04,1,0.016,1.7,,,,,,,27,,9,3.1,2.2,9,3.1,9.8,2.8,3.8,42.78,65.12,1XTE04,1XTE04,0,5.2,5.4,0.7,3.3,0.5,3.8,4,1XTE04,7,2.86,0.59,13.47,7.86,0.24,34
937,5,9,9,1,8,2,1.3,2009,U07m,1XTE04,1,0.009,1.3,,,,,,,40,,9,12.7,5.6,5.9,9,2.6,2.1,12.7,59.69,156.42,1XTE04,1XTE04,0,0,0.8,1.5,0,5,4.2,0,1XTE04,4,1.44,0.9,8.85,3.06,0.3,26.94
938,5,9,9,2,8,2,0,2009,U07m,1XTE04,NA,0,,,,,,,,40,,0,0,0,0,0,0,0,0,0,0,1XTE04,1XTE04,1.3,0.8,1.5,0.2,0.7,4.1,5,4.2,1XTE04,8,2.23,0,0,0,0,0
939,5,9,9,3,8,2,0.7,2009,U07m,1XTE04,1,0.003,0.7,,,,,,,40,,9,4,7,12.7,3,1.6,1.3,1.6,40.22,75.99,1XTE04,1XTE04,0,1.5,0.2,0,1.4,5,4.1,5,1XTE04,6,2.15,0.33,24.57,4.92,0.06,145.02
940,5,9,9,4,8,2,1.4,2009,U07m,1XTE04,1,0.011,1.4,,,,,,,40,,6,11.1,9,2.8,2.9,9.4,2,3.2,46.37,95.89,1XTE04,1XTE04,0.7,0.2,0,5,3,0.5,5,4.1,1XTE04,7,2.31,0.61,13.21,13.17,0.2,39.08
