id,setid,longft,shortft,row,col,block,dbh,year,site,name,plot,ibap,iba,ibamai,batot,ht,stms,canker,nline,neline,eline,seline,sline,swline,wline,nwline,lineindex,areaindex,sname2,ndbh,nedbh,edbh,sedbh,sdbh,swdbh,wdbh,nwdbh,sname3,dbhc,dbha,dbhr,sdbhr1d,sdbhr2d,bar,sbar
815,6,9,9,17,3,5,5.8,2010,U07m,83XAA04,15,38%,0.051,0.031,0.186,NA,NA,NA,5,6.4,6.1,6.4,4.7,7.4,5,12.7,53.73,120.06,83XAA04,4.6,5.8,2.7,5.7,5.4,4.2,4.6,NA,83XAA04,7,4.12,1.41,5.69,9.14,1.66,4.83
816,6,9,9,18,3,5,5.4,2010,U07m,83XAA04,15,51%,0.054,0.027,0.16,NA,NA,NA,4.3,8.5,4.4,7,5.2,5.8,5.1,6.9,47.15,93.82,83XAA04,5.8,2.7,5.7,4.4,3.9,6.5,4.2,4.6,83XAA04,8,4.73,1.14,7,9.78,1.23,6.48
817,6,9,9,19,3,5,3.9,2010,U07m,83XAA04,15,40%,0.024,0.014,0.083,NA,NA,NA,3.8,5.2,4.2,5.4,3.8,5.3,3.4,6.1,37.13,58.74,83XAA04,5.4,5.7,4.4,5.3,5.4,5.5,6.5,4.2,83XAA04,8,5.3,0.74,10.87,5.99,0.53,15.02
818,6,9,9,20,3,5,5.4,2010,U07m,83XAA04,15,50%,0.054,0.027,0.161,NA,NA,NA,5.2,7,4.5,6.6,4.1,8.9,4.5,5.8,46.63,91.11,83XAA04,3.9,4.4,5.3,5,6.5,2.3,5.5,6.5,83XAA04,8,4.93,1.1,7.3,9.7,1.12,7.12
819,6,9,9,21,3,NA,6.5,2010,U07m,NM6,NA,64%,0.09,0.038,0.231,NA,NA,NA,4.9,7,5.1,12.7,9,12.7,6.6,6.9,65.01,186.79,NM6,5.4,5.3,5,NA,NA,NA,2.3,5.5,NM6,5,2.94,2.21,3.62,7.74,2.87,2.79
820,6,9,9,1,4,1,NA,2010,U07m,85XAA04,20,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,85XAA04,NA,NA,2.2,4.8,3.3,6,6.3,NA,85XAA04,5,2.83,0,0,0,0,0
821,6,9,9,2,4,1,3.3,2010,U07m,85XAA04,20,49%,0.02,0.01,0.059,NA,NA,NA,9,7.6,3.7,6,8,4.8,3.2,4.4,46.73,97.02,85XAA04,NA,2.2,4.8,3.7,NA.4,5.4,6,6.3,85XAA04,7,3.6,0.92,8.73,13.01,0.59,13.46
822,6,9,9,3,4,1,0.4,2010,U07m,85XAA04,20,0%,0,0,0.001,NA,NA,NA,1,1,0.9,0.6,6,0.7,0.6,0.8,11.54,4.18,85XAA04,3.3,4.8,3.7,8.1,NA.2,6.9,5.4,6,85XAA04,8,4.8,0.08,96,2.56,0.01,1412.75
823,6,9,9,4,4,1,0.2,2010,U07m,85XAA04,20,0%,0,0,0,NA,NA,NA,3,0.7,0.2,12.7,0.3,0.5,0.3,0.5,18.17,3.91,85XAA04,NA.4,3.7,8.1,NA,5,4.7,6.9,5.4,85XAA04,7,4.27,0.05,171,0.73,0,5083
824,6,9,9,5,4,1,5,2010,U07m,18XAG04,19,46%,0.042,0.022,0.134,NA,NA,NA,8.7,4.9,9,12.7,5.1,8.4,4.6,5.3,58.66,147.41,18XAG04,NA.2,8.1,NA,NA,3.9,2.6,4.7,6.9,18XAG04,6,3.3,1.52,5.28,30.61,1.27,6.29
825,6,9,9,6,4,1,3.9,2010,U07m,18XAG04,19,58%,0.031,0.014,0.083,NA,NA,NA,3.9,12.7,9,12.7,5.2,6.6,5.4,5.8,61.35,165.76,18XAG04,5,NA,NA,NA,2.9,3.6,2.6,4.7,18XAG04,5,2.35,1.66,4.82,5.54,1.62,4.95
826,6,9,9,7,4,1,2.9,2010,U07m,18XAG04,19,23%,0.009,0.008,0.046,NA,NA,NA,3.8,12.7,9,12.7,3.3,5.3,4,6.7,57.67,145.62,18XAG04,3.9,NA,NA,NA,5,4,3.6,2.6,18XAG04,5,2.39,1.21,6.59,3.97,0.89,9.03
827,6,9,9,8,4,1,5,2010,U07m,18XAG04,19,53%,0.047,0.022,0.134,NA,NA,NA,5.7,12.7,9,7.8,6.8,5.4,5,7.4,59.8,160.06,18XAG04,2.9,NA,NA,3.2,1.6,6.8,4,3.6,18XAG04,6,2.76,1.81,4.42,9.79,2.07,3.86
828,6,9,9,9,4,4,1.6,2010,U07m,85XAA04,18,31%,0.003,0.002,0.014,NA,NA,NA,2.2,12.7,3,4.4,3.5,3.8,1.7,3.6,35.04,45.62,85XAA04,5,NA,3.2,3,2.5,3.7,6.8,4,85XAA04,7,3.52,0.45,17.63,3.06,0.16,49.38
829,6,9,9,10,4,4,2.5,2010,U07m,85XAA04,18,68%,0.014,0.006,0.034,NA,NA,NA,5.5,5.6,4.1,3.4,7.3,6.4,3.6,3.4,39.22,68.01,85XAA04,1.6,3.2,3,6.9,NA.6,2.5,3.7,6.8,85XAA04,8,3.54,0.71,11.32,9.75,0.37,21.75
830,6,9,9,11,4,4,0.6,2010,U07m,85XAA04,18,125%,0.001,0,0.002,NA,NA,NA,1.7,2.1,0.7,1.2,4.2,1,1.7,1.8,14.4,8.1,85XAA04,2.5,3,6.9,6,NA.7,7.1,2.5,3.7,85XAA04,8,4.05,0.15,54,1.97,0.02,471.39
831,6,9,9,12,4,4,0.7,2010,U07m,85XAA04,18,36%,0.001,0,0.003,NA,NA,NA,4.8,1.2,0.9,3.3,1.5,1.4,0.8,2.8,16.76,11.96,85XAA04,NA.6,6.9,6,2,3.5,5.6,7.1,2.5,85XAA04,8,4.28,0.16,48.86,2.44,0.02,384.16
832,6,9,9,13,4,5,3.5,2010,U07m,84XAA04,17,26%,0.014,0.011,0.068,NA,NA,NA,7.5,4.7,5.7,6.2,9,5.1,3.5,4.2,45.89,92.99,84XAA04,NA.7,6,2,3.7,NA,5.2,5.6,7.1,84XAA04,7,3.79,0.92,8.66,10.07,0.6,13.31
833,6,9,9,14,4,5,NA,2010,U07m,84XAA04,17,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,84XAA04,3.5,2,3.7,4.7,5.1,4.3,5.2,5.6,84XAA04,8,4.26,0,0,0,0,0
834,6,9,9,15,4,5,5.1,2010,U07m,84XAA04,17,55%,0.05,0.024,0.142,NA,NA,NA,9,7.4,4.7,7,4.2,6.7,4.9,6.3,50.13,110.09,84XAA04,NA,3.7,4.7,4.2,5.8,4.6,4.3,5.2,84XAA04,7,4.06,1.26,6.37,7.83,1.35,5.91
835,6,9,9,16,4,5,5.8,2010,U07m,84XAA04,17,59%,0.067,0.03,0.181,NA,NA,NA,4.8,7,5.2,11.7,6.1,6.4,5,7.3,53.59,122.4,84XAA04,5.1,4.7,4.2,NA.5,2.7,5.8,4.6,4.3,84XAA04,8,3.99,1.45,5.5,21.11,1.84,4.36
836,6,9,9,17,4,5,2.7,2010,U07m,82XAA04,16,17%,0.006,0.007,0.04,NA,NA,NA,2.9,5,7.6,6.1,2.9,4.2,2.9,4.7,36.27,59.3,82XAA04,5.8,4.2,NA.5,2.9,5.7,5.4,5.8,4.6,82XAA04,8,4.36,0.62,12.93,9.47,0.33,24.2
837,6,9,9,18,4,5,5.7,2010,U07m,82XAA04,16,44%,0.055,0.03,0.179,NA,NA,NA,6.1,11.7,6,9.8,5.1,7.6,4.6,6.3,57.14,138.08,82XAA04,2.7,NA.5,2.9,1.7,4.4,3.9,5.4,5.8,82XAA04,8,3.41,1.67,4.79,23.62,2.24,3.58
838,6,9,9,19,4,5,4.4,2010,U07m,82XAA04,16,63%,0.041,0.018,0.108,NA,NA,NA,3.9,7.7,6.5,12.7,4.1,5.7,4.8,5.7,51.09,111.28,82XAA04,5.7,2.9,1.7,NA,5.3,5.4,3.9,5.4,82XAA04,7,3.79,1.16,6.89,8.47,1.07,7.51
839,6,9,9,20,4,5,5.3,2010,U07m,82XAA04,16,17%,0.023,0.025,0.153,NA,NA,NA,4.9,9.6,9,6.1,4.6,5.7,4.5,7.3,51.83,119.65,82XAA04,4.4,1.7,NA,5.7,5,6.5,5.4,3.9,82XAA04,7,4.08,1.3,6.15,9.47,1.35,5.92
840,6,9,9,21,4,NA,5,2010,U07m,NM6,NA,56%,0.049,0.023,0.138,NA,NA,NA,4.4,12.7,4.2,12.7,9,12.7,3.9,6.1,65.79,174.04,NM6,5.3,NA,5.7,NA,NA,NA,6.5,5.4,NM6,4,2.86,1.75,4.58,3.52,1.52,5.28
841,6,9,9,1,5,1,2.2,2010,U07m,81XAA04,21,24%,0.005,0.004,0.025,NA,NA,NA,9,12.7,2.2,3.7,2.8,5.1,9,12.7,57.26,159.24,81XAA04,NA,NA,6.8,5.4,4.8,3.3,NA,NA,81XAA04,4,2.54,0.87,9.23,1.86,0.35,22.59
842,6,9,9,2,5,1,4.8,2010,U07m,81XAA04,21,68%,0.051,0.021,0.126,NA,NA,NA,6.2,5.3,4.2,6.1,5.1,11.7,5.3,12.7,56.68,134.54,81XAA04,2.2,6.8,5.4,5.2,3.7,NA.4,3.3,NA,81XAA04,7,3.38,1.42,5.63,19.45,1.4,5.73
843,6,9,9,3,5,1,3.7,2010,U07m,81XAA04,21,52%,0.026,0.012,0.075,NA,NA,NA,3.9,5.2,3.7,12.7,2.8,12.1,8.1,6.7,55.31,118.91,81XAA04,4.8,5.4,5.2,NA,8.1,NA.2,NA.4,3.3,81XAA04,7,3.42,1.08,7.41,31.5,0.7,11.39
844,6,9,9,4,5,1,8.1,2010,U07m,81XAA04,21,53%,0.124,0.06,0.361,NA,NA,NA,6.2,7.8,9,8.2,9,7.9,8.8,12.1,68.96,207.72,81XAA04,3.7,5.2,NA,4.4,NA,5,NA.2,NA.4,81XAA04,6,2.36,3.43,2.33,67.96,6.15,1.3
845,6,9,9,5,5,1,NA,2010,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2XT4E04,8.1,NA,4.4,6,NA,3.9,5,NA.2,2XT4E04,6,3.45,0,0,0,0,0
846,6,9,9,6,5,1,NA,2010,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2XT4E04,NA,4.4,6,4.9,NA,2.9,3.9,5,2XT4E04,6,3.39,0,0,0,0,0
847,6,9,9,7,5,1,NA,2010,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2XT4E04,NA,6,4.9,3.8,NA,5,2.9,3.9,2XT4E04,6,3.31,0,0,0,0,0
848,6,9,9,8,5,1,NA,2010,U07m,2XT4E04,22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2XT4E04,NA,4.9,3.8,1.9,3.2,1.6,5,2.9,2XT4E04,7,2.91,0,0,0,0,0
849,6,9,9,9,5,4,3.2,2010,U07m,84XAA04,23,40%,0.016,0.009,0.056,NA,NA,NA,9,5.8,5.6,4.8,4.6,7.1,6,5,48.07,101.01,84XAA04,NA,3.8,1.9,5.2,3,2.5,1.6,5,84XAA04,7,2.88,1.11,7.19,8.13,0.93,8.58
850,6,9,9,10,5,4,3,2010,U07m,84XAA04,23,20%,0.009,0.008,0.051,NA,NA,NA,4.4,7.8,3.3,9.1,2.7,10.6,4.9,8.3,51.08,96.24,84XAA04,3.2,1.9,5.2,1.2,6.9,NA.6,2.5,1.6,84XAA04,8,2.89,1.04,7.7,14.1,0.73,11.01
851,6,9,9,11,5,4,6.9,2010,U07m,84XAA04,23,77%,0.112,0.043,0.258,NA,NA,NA,6.3,7.3,7.7,8.1,4.8,11.6,8.3,9.3,63.25,172.89,84XAA04,3,5.2,1.2,4,6,NA.7,NA.6,2.5,84XAA04,8,2.9,2.38,3.36,36.37,3.94,2.03
852,6,9,9,12,5,4,6,2010,U07m,84XAA04,23,56%,0.071,0.033,0.196,NA,NA,NA,4.2,10.6,5.4,12.7,6.8,8,8.1,11.6,67.34,182.81,84XAA04,6.9,1.2,4,NA,2,3.5,NA.7,NA.6,84XAA04,7,2.36,2.54,3.15,30.66,3.51,2.28
853,6,9,9,13,5,5,2,2010,U07m,17XGA04,24,38%,0.006,0.004,0.022,NA,NA,NA,2.3,4.2,9,12.7,3.2,12.7,3.3,9.4,56.81,118.93,17XGA04,6,4,NA,NA,3.7,NA,3.5,NA.7,17XGA04,5,2.24,0.89,8.95,4.8,0.41,19.61
854,6,9,9,14,5,5,3.7,2010,U07m,17XGA04,24,60%,0.028,0.012,0.074,NA,NA,NA,5.8,12.7,9,12.7,4,5.4,9,6.5,65.15,183.98,17XGA04,2,NA,NA,NA,4.7,5.1,NA,3.5,17XGA04,4,1.91,1.93,4.14,4.42,1.7,4.7
855,6,9,9,15,5,5,4.7,2010,U07m,17XGA04,24,43%,0.037,0.02,0.122,NA,NA,NA,5,12.7,9,8.9,4.8,5.7,4.3,12.7,63.19,166.93,17XGA04,3.7,NA,NA,2,4.2,5.8,5.1,NA,17XGA04,5,2.6,1.81,4.43,6.47,1.86,4.3
856,6,9,9,16,5,5,4.2,2010,U07m,17XGA04,24,20%,0.016,0.016,0.094,NA,NA,NA,4.2,12.7,6.1,6.4,8,7.7,3.8,5.7,54.83,127.44,17XGA04,4.7,NA,2,4.1,NA.5,2.7,5.8,5.1,17XGA04,7,3.11,1.35,5.93,15.52,1.28,6.24
857,6,9,9,17,5,5,0.5,2010,U07m,85XAA04,25,0%,0,0,0.001,NA,NA,NA,1,2.5,1,1.2,1.3,1,1.4,1,10.45,4.55,85XAA04,4.2,2,4.1,4.8,2.9,5.7,2.7,5.8,85XAA04,8,4.02,0.12,64.4,1.13,0.01,573.28
858,6,9,9,18,5,5,2.9,2010,U07m,85XAA04,25,46%,0.014,0.008,0.046,NA,NA,NA,7.7,5.3,3.4,5.2,5.7,5.1,3,6.6,41.89,77.82,85XAA04,NA.5,4.1,4.8,4.2,1.7,4.4,5.7,2.7,85XAA04,8,3.51,0.83,9.69,11.75,0.56,14.24
859,6,9,9,19,5,5,1.7,2010,U07m,85XAA04,25,47%,0.005,0.003,0.016,NA,NA,NA,3.3,3.3,2.6,3,9,3.1,2.5,2.9,29.78,37.89,85XAA04,2.9,4.8,4.2,5.5,NA,5.3,4.4,5.7,85XAA04,7,4.1,0.41,19.29,2.66,0.15,55.11
860,6,9,9,20,5,5,NA,2010,U07m,85XAA04,25,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,85XAA04,1.7,4.2,5.5,6,5.7,5,5.3,4.4,85XAA04,8,4.72,0,0,0,0,0
861,6,9,9,21,5,NA,5.7,2010,U07m,NM6,NA,65%,0.071,0.03,0.179,NA,NA,NA,9,6.5,4.4,12.7,9,12.7,4.8,6.6,65.71,185.12,NM6,NA,5.5,6,NA,NA,NA,5,5.3,NM6,4,2.73,2.09,3.82,4.2,2.18,3.67
862,6,9,9,1,6,2,6.8,2010,U07m,81XAA04,30,60%,0.095,0.042,0.252,NA,NA,NA,9,12.7,5,6.7,5,7.5,6.8,12.7,65.46,189.14,81XAA04,NA,NA,5.4,6.1,5.4,4.8,2.2,NA,81XAA04,5,2.99,2.28,3.51,8.14,3,2.67
863,6,9,9,2,6,2,5.4,2010,U07m,81XAA04,30,58%,0.058,0.027,0.159,NA,NA,NA,4,6.4,4.2,6.5,4.6,7.6,4.8,9,47.07,91.8,81XAA04,6.8,5.4,6.1,5.1,5.2,3.7,4.8,2.2,81XAA04,8,4.91,1.1,7.28,9.82,1.13,7.11
864,6,9,9,3,6,2,5.2,2010,U07m,81XAA04,30,46%,0.047,0.025,0.147,NA,NA,NA,4.4,5.9,4.5,5.8,9,5,5.3,6.6,46.42,93.83,81XAA04,5.4,6.1,5.1,6.3,NA,8.1,3.7,4.8,81XAA04,7,4.94,1.05,7.6,6.79,0.92,8.67
865,6,9,9,4,6,2,NA,2010,U07m,81XAA04,30,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,81XAA04,5.2,5.1,6.3,NA.7,4.4,NA,8.1,3.7,81XAA04,7,4.19,0,0,0,0,0
866,6,9,9,5,6,2,4.4,2010,U07m,82XAA04,29,38%,0.029,0.018,0.106,NA,NA,NA,9,5.2,7.8,12.7,3.8,12.7,9,4.5,64.74,169.24,82XAA04,NA,6.3,NA.7,NA,6,NA,NA,8.1,82XAA04,4,2.64,1.67,4.8,8.26,1.09,7.32
867,6,9,9,6,6,2,6,2010,U07m,82XAA04,29,82%,0.09,0.033,0.199,NA,NA,NA,5.2,11.4,9,9,5,12.7,9,12.7,73.98,228.18,82XAA04,4.4,NA.7,NA,2.5,4.9,NA,NA,NA,82XAA04,4,1.56,3.84,2.08,13.56,5.75,1.39
868,6,9,9,7,6,2,4.9,2010,U07m,82XAA04,29,85%,0.061,0.022,0.132,NA,NA,NA,4,12.7,6,8.8,5.1,12.7,9,12.7,71.04,201.29,82XAA04,6,NA,2.5,2.2,3.8,NA,NA,NA,82XAA04,4,1.81,2.7,2.96,6.29,3.12,2.56
869,6,9,9,8,6,2,3.8,2010,U07m,82XAA04,29,108%,0.041,0.013,0.079,NA,NA,NA,3.9,7.7,5.7,6.6,6,6.9,9,12.7,58.57,148.38,82XAA04,4.9,2.5,2.2,3.5,1.9,3.2,NA,NA,82XAA04,6,2.28,1.67,4.79,8.3,1.89,4.24
870,6,9,9,9,6,3,1.9,2010,U07m,18XAG04,28,60%,0.007,0.003,0.02,NA,NA,NA,3,5.9,3.2,4.9,2.4,4.9,3.4,12.7,40.42,61.23,18XAG04,3.8,2.2,3.5,3,5.2,3,3.2,NA,18XAG04,7,2.99,0.64,12.58,4.13,0.33,24.05
871,6,9,9,10,6,3,5.2,2010,U07m,18XAG04,28,65%,0.057,0.024,0.146,NA,NA,NA,6.6,7.6,5.7,7.3,7.3,5.5,5.7,7.9,53.55,126,18XAG04,1.9,3.5,3,3.9,1.2,6.9,3,3.2,18XAG04,8,3.32,1.56,5.12,15.73,2,4.01
872,6,9,9,11,6,3,1.2,2010,U07m,18XAG04,28,57%,0.003,0.001,0.008,NA,NA,NA,1.7,3.6,2.1,12.7,2.1,2.1,1.3,3.6,29.34,30.21,18XAG04,5.2,3,3.9,NA,4,6,6.9,3,18XAG04,7,4,0.3,26.67,2.01,0.07,111.01
873,6,9,9,12,6,3,4,2010,U07m,18XAG04,28,104%,0.045,0.015,0.087,NA,NA,NA,6.9,6.4,9,4.7,9,8.5,3.6,4.7,52.79,121.18,18XAG04,1.2,3.9,NA,6.9,NA,2,6,6.9,18XAG04,6,3.36,1.19,6.72,8.19,0.84,9.49
874,6,9,9,13,6,3,NA,2010,U07m,1XTE04,27,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1XTE04,4,NA,6.9,5.9,NA,3.7,2,6,1XTE04,6,3.56,0,0,0,0,0
875,6,9,9,14,6,3,NA,2010,U07m,1XTE04,27,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1XTE04,NA,6.9,5.9,6.5,NA,4.7,3.7,2,1XTE04,6,3.71,0,0,0,0,0
876,6,9,9,15,6,3,NA,2010,U07m,1XTE04,27,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1XTE04,NA,5.9,6.5,7.1,2,4.2,4.7,3.7,1XTE04,7,4.26,0,0,0,0,0
877,6,9,9,16,6,3,2,2010,U07m,1XTE04,27,38%,0.006,0.004,0.022,NA,NA,NA,9,3,2,9.4,3,10.2,2.9,3.8,43.24,65.12,1XTE04,NA,6.5,7.1,NA.7,4.1,NA.5,4.2,4.7,1XTE04,7,3.47,0.58,13.9,8.84,0.21,37.48
878,6,9,9,17,6,6,4.1,2010,U07m,82XAA04,26,55%,0.033,0.015,0.093,NA,NA,NA,6,4.7,7.7,6.7,4.1,7.5,8,6.3,51,113.97,82XAA04,2,7.1,NA.7,3.7,4.8,2.9,NA.5,4.2,82XAA04,8,3.24,1.27,6.32,21.04,1.14,7.02
879,6,9,9,18,6,6,4.8,2010,U07m,82XAA04,26,42%,0.038,0.021,0.127,NA,NA,NA,4.9,11.1,5.1,7.3,4.8,9.4,5.6,11.5,59.65,141.68,82XAA04,4.1,NA.7,3.7,3.6,4.2,1.7,2.9,NA.5,82XAA04,8,2.67,1.79,4.46,25.88,2.52,3.17
880,6,9,9,19,6,6,4.2,2010,U07m,82XAA04,26,44%,0.029,0.016,0.096,NA,NA,NA,4.2,6.8,4.8,5.3,3.9,12.7,6.4,7.5,51.67,112.6,82XAA04,4.8,3.7,3.6,5.9,5.5,NA,1.7,2.9,82XAA04,7,3.51,1.2,6.69,8.57,1.12,7.15
881,6,9,9,20,6,6,5.5,2010,U07m,82XAA04,26,45%,0.052,0.028,0.168,NA,NA,NA,5.1,7.7,4.3,8.9,4.3,6.3,9,9.7,55.28,130.66,82XAA04,4.2,3.6,5.9,2.4,6,5.7,NA,1.7,82XAA04,7,3.69,1.49,5.36,11.18,1.7,4.71
882,6,9,9,21,6,NA,6,2010,U07m,NM6,NA,59%,0.072,0.032,0.193,NA,NA,NA,4.7,6.4,6.4,12.7,9,12.7,4.6,12.7,69.34,197.84,NM6,5.5,5.9,2.4,NA,NA,NA,5.7,NA,NM6,4,2.44,2.46,3.25,5.66,2.79,2.87
883,6,9,9,1,7,2,5.4,2010,U07m,83XAA04,31,65%,0.063,0.027,0.16,NA,NA,NA,9,12.7,6.8,12.7,4.2,6.4,4,12.7,68.51,197.17,83XAA04,NA,NA,1.8,NA,6.1,5.4,6.8,NA,83XAA04,4,2.51,2.15,3.72,5.68,2.01,3.97
884,6,9,9,2,7,2,6.1,2010,U07m,83XAA04,31,52%,0.07,0.034,0.204,NA,NA,NA,4.8,9.8,9,11.1,4.9,6.9,4.8,6,57.26,146.2,83XAA04,5.4,1.8,NA,NA.9,5.1,5.2,5.4,6.8,83XAA04,7,3.82,1.59,5.02,15.69,1.84,4.34
885,6,9,9,3,7,2,5.1,2010,U07m,83XAA04,31,52%,0.047,0.023,0.139,NA,NA,NA,4.1,12.7,7.6,9.5,4,12.7,4.5,6.2,61.41,149.14,83XAA04,6.1,NA,NA.9,1.7,6.3,NA,5.2,5.4,83XAA04,6,3.2,1.59,5.02,12.24,1.52,5.26
886,6,9,9,4,7,2,6.3,2010,U07m,83XAA04,31,56%,0.077,0.036,0.213,NA,NA,NA,5,11.1,7.1,7.8,8.1,7.5,9,7,62.55,169.05,83XAA04,5.1,NA.9,1.7,4,NA.7,4.4,NA,5.2,83XAA04,7,2.75,2.29,3.49,25.16,3.43,2.33
887,6,9,9,5,7,2,0.7,2010,U07m,2XT4E04,32,80%,0.001,0,0.002,NA,NA,NA,0.9,3.7,1.3,3.4,9,1.3,1.2,12.7,33.67,29.89,2XT4E04,6.3,1.7,4,1.9,NA,6,4.4,NA,2XT4E04,6,3.04,0.23,34.71,1.34,0.03,239.9
888,6,9,9,6,7,2,NA,2010,U07m,2XT4E04,32,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2XT4E04,NA.7,4,1.9,1.9,2.5,4.9,6,4.4,2XT4E04,8,3.29,0,0,0,0,0
889,6,9,9,7,7,2,2.5,2010,U07m,2XT4E04,32,56%,0.012,0.006,0.034,NA,NA,NA,9,7.2,5.1,5,4.8,5.1,3,3.7,42.94,83.4,2XT4E04,NA,1.9,1.9,3.9,2.2,3.8,4.9,6,2XT4E04,7,3.08,0.81,9.84,5.99,0.49,16.28
890,6,9,9,8,7,2,2.2,2010,U07m,2XT4E04,32,23%,0.005,0.004,0.027,NA,NA,NA,4.2,6.8,3.2,3.5,3.5,6.8,3.3,3.9,35.38,53.26,2XT4E04,2.5,1.9,3.9,5.7,3.5,1.9,3.8,4.9,2XT4E04,8,3.51,0.63,12.77,5.8,0.35,23.11
891,6,9,9,9,7,3,3.5,2010,U07m,17XGA04,33,85%,0.03,0.011,0.066,NA,NA,NA,5.5,6,3.4,5.5,4.8,5.1,5.8,6.1,42.37,78.97,17XGA04,2.2,3.9,5.7,4.6,3,5.2,1.9,3.8,17XGA04,8,3.79,0.92,8.66,8.47,0.77,10.43
892,6,9,9,10,7,3,3,2010,U07m,17XGA04,33,125%,0.027,0.008,0.049,NA,NA,NA,4.2,4.4,3.6,4.8,3.9,9.1,3.3,7.8,40.96,68.23,17XGA04,3.5,5.7,4.6,5,3.9,1.2,5.2,1.9,17XGA04,8,3.87,0.77,10.33,8.06,0.52,15.36
893,6,9,9,11,7,3,3.9,2010,U07m,17XGA04,33,250%,0.059,0.014,0.083,NA,NA,NA,5.1,5.8,3.9,5.9,9,6.3,6.9,5.5,48.4,104.06,17XGA04,3,4.6,5,4.5,NA,4,1.2,5.2,17XGA04,7,3.44,1.13,7.05,8.77,1.01,7.88
894,6,9,9,12,7,3,NA,2010,U07m,17XGA04,33,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,17XGA04,3.9,5,4.5,4.5,6.9,NA,4,1.2,17XGA04,7,3.75,0,0,0,0,0
895,6,9,9,13,7,3,6.9,2010,U07m,83XAA04,34,68%,0.106,0.043,0.261,NA,NA,NA,9,7.7,5.4,8.1,4.9,12.7,9,8.1,64.84,182.3,83XAA04,NA,4.5,4.5,4,5.9,NA,NA,4,83XAA04,5,2.86,2.41,3.32,7.69,3.55,2.25
896,6,9,9,14,7,3,5.9,2010,U07m,83XAA04,34,43%,0.058,0.032,0.193,NA,NA,NA,4.1,7.2,5.4,12.7,4.3,12.7,9,12.7,68.2,186.63,83XAA04,6.9,4.5,4,NA,6.5,NA,NA,NA,83XAA04,4,2.74,2.16,3.71,4.55,2.21,3.62
897,6,9,9,15,7,3,6.5,2010,U07m,83XAA04,34,53%,0.079,0.038,0.227,NA,NA,NA,4.7,7.9,9,9,4.3,9.7,9,12.7,66.35,188.01,83XAA04,5.9,4,NA,2.7,7.1,2,NA,NA,83XAA04,5,2.71,2.4,3.34,9.3,3,2.66
898,6,9,9,16,7,3,7.1,2010,U07m,83XAA04,34,75%,0.118,0.046,0.276,NA,NA,NA,4.7,12.7,6.5,8.1,8.2,8.1,7,12.7,68.03,188.6,83XAA04,6.5,NA,2.7,4.1,NA.7,4.1,2,NA,83XAA04,6,2.51,2.83,2.83,20.88,4.6,1.74
899,6,9,9,17,7,6,0.7,2010,U07m,81XAA04,35,0%,0,0,0.003,NA,NA,NA,0.8,2.6,1.3,1.6,1.4,1.6,1.3,3.3,14.05,7.61,81XAA04,7.1,2.7,4.1,4.7,3.7,4.8,4.1,2,81XAA04,8,4.15,0.17,47.43,1.53,0.03,314.57
900,6,9,9,18,7,6,3.7,2010,U07m,81XAA04,35,52%,0.026,0.012,0.075,NA,NA,NA,7.6,6,4,7.5,4.6,6,3.9,6,45.52,89.54,81XAA04,NA.7,4.1,4.7,2.6,3.6,4.2,4.8,4.1,81XAA04,8,3.6,1.03,7.78,11.98,0.94,8.52
901,6,9,9,19,7,6,3.6,2010,U07m,81XAA04,35,34%,0.018,0.012,0.072,NA,NA,NA,4.4,5.5,5.2,6.8,3.4,5,4.2,5.5,40.08,69.78,81XAA04,3.7,4.7,2.6,3.1,5.9,5.5,4.2,4.8,81XAA04,8,4.31,0.83,9.58,7.16,0.66,12.18
902,6,9,9,20,7,6,5.9,2010,U07m,81XAA04,35,77%,0.082,0.031,0.189,NA,NA,NA,5.6,8.8,5.9,9.4,6.4,6.3,4.7,7.4,54.51,128.3,81XAA04,3.6,2.6,3.1,2.1,2.4,6,5.5,4.2,81XAA04,8,3.69,1.6,5,14.54,2.26,3.54
